InChiKey,SMILE,Ca,Cn,Pl,Fp,Af,Max,Average,Stddev,pert_iname
XDFKWGIBQMHSOH-UHFFFAOYSA-N,Clc1ccc(cc1)C(=O)N(Cc1ccccc1)C1CCCCC1,"0,06511","0,05388","0,05345","0,04135","0,08087","0,08087","0,05893","0,01487",
VDKBIFPJULZUPU-UHFFFAOYSA-N,CCC(=O)N(C1CCN(CCc2ccc(cc2)N=C=S)CC1)c1ccccc1,"0,06572","0,05448","0,05409","0,04199","0,08087","0,08087","0,05943","0,01463",
DJUFPMUQJKWIJB-UHFFFAOYSA-N,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,"0,06269","0,04977","0,04905","0,03670","0,08086","0,08086","0,05582","0,01675",
MXDSJQHFFDGFDK-CYBMUJFWSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,"0,06471","0,05225","0,05160","0,03963","0,08086","0,08086","0,05781","0,01564",
XTFPDGZNWTZCMF-OXHGWOFKSA-N,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1,"0,06582","0,05481","0,05466","0,04244","0,08085","0,08085","0,05972","0,01442",
OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,"0,06553","0,05482","0,05476","0,04235","0,08084","0,08084","0,05966","0,01441",
AECDBHGVIIRMOI-GRGXKFILSA-N,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@@H]1C[C@H](CN2CCC2)C1,"0,06478","0,05306","0,05230","0,04040","0,08083","0,08083","0,05827","0,01528",
MHNSOBBJZCWUGS-PMOLBWCYSA-N,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccc(F)cc1)c1ccc(F)cc1,"0,06543","0,05383","0,05314","0,04112","0,08082","0,08082","0,05887","0,01498",
FEJVSJIALLTFRP-LJQANCHMSA-N,COc1cc(OC)nc(O[C@H](C(O)=O)C(OC)(c2ccccc2)c2ccccc2)n1,"0,06670","0,05522","0,05456","0,04251","0,08081","0,08081","0,05996","0,01446",
UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,"0,06344","0,05052","0,04965","0,03756","0,08080","0,08080","0,05639","0,01643",
KYHVWHYLKOHLKA-FQEVSTJZSA-N,OC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C11CCCCC1,"0,06656","0,05533","0,05511","0,04299","0,08080","0,08080","0,06016","0,01423",
SEEPANYCNGTZFQ-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,"0,06663","0,05562","0,05540","0,04317","0,08079","0,08079","0,06032","0,01414",
XYDNMOZJKOGZLS-NSHDSACASA-N,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(nc12)-c1cnn(C)c1,"0,06579","0,05311","0,05234","0,04021","0,08079","0,08079","0,05845","0,01542",
YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(N1CCNCC1)c1ccc(\C=C\c2[nH]nc3ccccc23)cc1,"0,06535","0,05372","0,05323","0,04132","0,08079","0,08079","0,05888","0,01491",
FIDLLEYNNRGVFR-CTNGQTDRSA-N,[H][C@@]12COCCN1C(=O)c1c(O)c(=O)ccn1N2[C@@H]1c2ccccc2SCc2c(F)c(F)ccc12,"0,06335","0,05066","0,05009","0,03789","0,08078","0,08078","0,05655","0,01626",
GOVYBPLHWIEHEJ-UHFFFAOYSA-N,CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO,"0,06590","0,05462","0,05416","0,04217","0,08078","0,08078","0,05953","0,01455",
XWVBOPKUSVZZPJ-UHFFFAOYSA-N,OC(=O)C1CCC(CC1)c1cc2cccnc2c(n1)-c1cccc(F)c1,"0,06588","0,05445","0,05399","0,04198","0,08078","0,08078","0,05942","0,01463",
SWLMUYACZKCSHZ-INIZCTEOSA-N,Clc1ccc(CC[C@@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,"0,06645","0,05443","0,05377","0,04181","0,08076","0,08076","0,05944","0,01476",
MFABFKUNLDYKGH-UHFFFAOYSA-N,FC(F)(F)c1cccc(c1)N1CCN(CC1)c1cc(=O)n(C2CCCCC2)c(=O)[nH]1,"0,06241","0,04957","0,04839","0,03606","0,08075","0,08075","0,05544","0,01695",
ZEOQUKRCASTCFR-UHFFFAOYSA-N,COc1cccc(c1)C(=O)Nc1ccc(OCCN2CCOCC2)c(c1)-c1ccnn1C,"0,06398","0,05178","0,05126","0,03931","0,08069","0,08069","0,05740","0,01567",
LUBHDINQXIHVLS-UHFFFAOYSA-N,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,"0,06709","0,05577","0,05545","0,04336","0,08068","0,08068","0,06047","0,01407",
MGKYEWWFHSESJN-UHFFFAOYSA-N,CCOC(=O)c1ccc(cc1)N(C)c1csc(n1)-c1ccccc1,"0,06593","0,05453","0,05414","0,04207","0,08067","0,08067","0,05947","0,01455",
"InChI=1S/C19H18N2O2S/c1-3-23-19(22)15-9-11-16(12-10-15)21(2)17-13-24-18(20-17)14-7-5-4-6-8-14/h4-13H,3H2,1-2H3",CCOC(=O)c1ccc(cc1)N(C)c1csc(n1)-c1ccccc1,"0,06593","0,05453","0,05414","0,04207","0,08067","0,08067","0,05947","0,01455",
ZCHZSBUNJOCWCW-UHFFFAOYSA-N,Nc1ccccc1SC(=N)C(C#N)C(C#N)C(=N)Sc1ccccc1N,"0,06671","0,05557","0,05525","0,04300","0,08066","0,08066","0,06024","0,01417",
CQVJTTOZTTVVBK-UHFFFAOYSA-N,CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,"0,06606","0,05420","0,05378","0,04185","0,08065","0,08065","0,05931","0,01468",
BNYDDAAZMBUFRG-ZDUSSCGKSA-N,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O,"0,06765","0,05661","0,05641","0,04432","0,08064","0,08064","0,06113","0,01368",
GNBHRKFJIUUOQI-UHFFFAOYSA-N,Oc1ccc2c(Oc3cc(O)ccc3C22OC(=O)c3ccccc23)c1,"0,06547","0,05363","0,05340","0,04121","0,08063","0,08063","0,05887","0,01489",
IQIKXZMPPBEWAD-CQSZACIVSA-N,CC(C)c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,"0,06699","0,05584","0,05543","0,04333","0,08063","0,08063","0,06044","0,01405",
ZKFQEACEUNWPMT-MUUNZHRXSA-N,CC(C)OC(=O)C1=C(C)NC(N)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,"0,06510","0,05412","0,05381","0,04159","0,08061","0,08061","0,05905","0,01465",
YNCXHXYZTLIZTO-RLFYNMQTSA-N,NS(=O)(=O)c1ccc2N[C@@H]([C@H]3CC=C[C@@H]3c2c1)c1ccc(Br)cc1,"0,06619","0,05525","0,05514","0,04289","0,08060","0,08060","0,06001","0,01416",
UFBTYTGRUBUUIL-KPKJPENVSA-N,Fc1ccc(cc1)-c1ccc(\C=C2\SC(=O)NC2=O)o1,"0,06637","0,05491","0,05456","0,04247","0,08060","0,08060","0,05978","0,01438",
LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3n[nH]cc23)CC1,"0,06250","0,04945","0,04854","0,03617","0,08059","0,08059","0,05545","0,01686",
"InChI=1S/C23H27N7O3S2/c1-35(31,32)30-7-5-28(6-8-30)15-16-13-20-21(34-16)23(29-9-11-33-12-10-29)26-22(25-20)17-3-2-4-19-18(17)14-24-27-19/h2-4,13-14H,5-12,15H2,1H3,(H,24,27)",CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3n[nH]cc23)CC1,"0,06250","0,04945","0,04854","0,03617","0,08059","0,08059","0,05545","0,01686",
LOSJNRBXNQTUNT-FOURXJPJSA-N,Cc1ccccc1C(N1[C@H]2CC[C@@H]1C[C@](O)(C2)c1ccccc1)c1ccccc1C,"0,06450","0,05234","0,05168","0,03956","0,08059","0,08059","0,05774","0,01553",
OTKUTGIVEREJLL-UHFFFAOYSA-N,CN1CCN(CC1)C1=Cc2ccccc2Oc2ccc(Cl)cc12,"0,06327","0,05120","0,05069","0,03861","0,08057","0,08057","0,05687","0,01586",
NFTMKHWBOINJGM-UHFFFAOYSA-N,CCc1cnc(nc1)N1CCC(CC1)c1nc(COc2ccc(cc2)-n2cnnn2)cs1,"0,06456","0,05224","0,05139","0,03949","0,08057","0,08057","0,05765","0,01558",
BHKPHCKISVSDGV-UHFFFAOYSA-N,O=C(Oc1cccc2cccnc12)c1ccccc1,"0,06619","0,05499","0,05452","0,04252","0,08057","0,08057","0,05976","0,01433",
UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CN(c3ccccc23)S(C)(=O)=O)CC1,"0,06609","0,05543","0,05542","0,04300","0,08057","0,08057","0,06010","0,01406",
LKIIIESDXWZZRE-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)C=C(O)c1ccc(cc1)C(C)(C)C,"0,06690","0,05569","0,05548","0,04334","0,08055","0,08055","0,06039","0,01402",
JCYNMRJCUYVDBC-HSZRJFAPSA-N,Cc1cc(Oc2ccc3nc(COc4ccc(C[C@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,"0,06573","0,05377","0,05328","0,04133","0,08054","0,08054","0,05893","0,01484",
WJNBSTLIALIIEW-UHFFFAOYSA-N,C1CC1c1cc(Nc2ccnc(Nc3ccc4nc[nH]c4c3)n2)[nH]n1,"0,06561","0,05365","0,05308","0,04103","0,08053","0,08053","0,05878","0,01495",
MCIDWGZGWVSZMK-UHFFFAOYSA-N,CC(C)N1CCN(Cc2cnc(o2)-c2cc(cc3[nH]ncc23)-c2cccc3[nH]ccc23)CC1,"0,06443","0,05153","0,05089","0,03888","0,08052","0,08052","0,05725","0,01584",
KIZUBVPJNPVIIN-UHFFFAOYSA-N,OC(=O)CCc1ccc(cc1F)C#Cc1ccccc1CC#N,"0,06717","0,05580","0,05538","0,04346","0,08052","0,08052","0,06047","0,01400",
DIIBXMIIOQXTHW-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C(=O)OCc1cccc(COC(=O)c2cc(OC)c(OC)c(OC)c2)n1,"0,06473","0,05251","0,05170","0,03957","0,08051","0,08051","0,05780","0,01550",
HHCBMISMPSAZBF-UHFFFAOYSA-N,CNc1ncc2cc(c(C)nc2n1)-c1cc(NC(=O)NCCC(C)(C)C)c(F)cc1C,"0,06612","0,05412","0,05395","0,04176","0,08051","0,08051","0,05929","0,01466",
HRRXCXABAPSOCP-AREMUKBSSA-N,COc1ccnc(C[S@@](=O)c2nc3ccc(cc3[nH]2)-n2cccc2)c1C,"0,06527","0,05314","0,05256","0,04046","0,08050","0,08050","0,05839","0,01516",
RGYQPQARIQKJKH-UHFFFAOYSA-N,CN(C)c1cccc(c1)-c1n(C)c(=O)cc2[nH]n(-c3ccccc3Cl)c(=O)c12,"0,06425","0,05164","0,05109","0,03912","0,08050","0,08050","0,05732","0,01571",
INVGWHRKADIJHF-UHFFFAOYSA-N,C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c12,"0,06349","0,05165","0,05138","0,03905","0,08048","0,08048","0,05721","0,01562",
HVXKQKFEHMGHSL-QKDCVEJESA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@H]1C[C@H]2CN(C)C[C@H]2C1,"0,06444","0,05182","0,05106","0,03924","0,08047","0,08047","0,05741","0,01568",
PWDYHMBTPGXCSN-UHFFFAOYSA-N,CC(=NNC(N)=N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(cc(c2)C(C)=NNC(N)=N)C(C)=NNC(N)=N)cc(c1)C(C)=NNC(N)=N,"0,06861","0,05714","0,05729","0,04503","0,08046","0,08046","0,06171","0,01340",
AYJRTVVIBJSSKN-UHFFFAOYSA-N,CC(C)c1noc(n1)N1CCC(COc2ccc(nc2)-c2ccc(cc2)S(C)(=O)=O)CC1,"0,06486","0,05327","0,05289","0,04067","0,08046","0,08046","0,05843","0,01500",
PDMUGYOXRHVNMO-UHFFFAOYSA-N,OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,"0,06589","0,05361","0,05280","0,04096","0,08045","0,08045","0,05874","0,01500",
"InChI=1S/C19H16N8O/c28-7-6-26-12-15(9-22-26)17-10-21-18-19(23-17)27(25-24-18)11-13-3-4-16-14(8-13)2-1-5-20-16/h1-5,8-10,12,28H,6-7,11H2",OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,"0,06589","0,05361","0,05280","0,04096","0,08045","0,08045","0,05874","0,01500",
ZUHIXXCLLBMBDW-MRXNPFEDSA-N,CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc(ccc2I)[N+]([O-])=O)c2ccccc12,"0,06477","0,05355","0,05321","0,04125","0,08045","0,08045","0,05865","0,01476",
OQAFDLPAPSSOHY-MRXNPFEDSA-N,CS(=O)(=O)N(C[C@@H](O)Cn1c2ccccc2c2ccccc12)Cc1ccco1,"0,06586","0,05465","0,05430","0,04217","0,08045","0,08045","0,05949","0,01441",
UHTHHESEBZOYNR-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,"0,06417","0,05191","0,05128","0,03936","0,08043","0,08043","0,05743","0,01556",
DWHXUGDWKAIASB-CQSZACIVSA-N,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(cn34)-c3cnn(C)c3)c(=O)c2c1,"0,06550","0,05275","0,05199","0,04007","0,08042","0,08042","0,05814","0,01536",
RFWVETIZUQEJEF-UHFFFAOYSA-N,OCCONC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F,"0,06711","0,05579","0,05550","0,04358","0,08039","0,08039","0,06047","0,01390",
CAOTVXGYTWCKQE-BRNYJPRKSA-N,Clc1ccc(cc1)[C@]12C[C@H]3C[C@H](C[C@](C3)(C1)C(=O)NCc1ccncc1)C2,"0,06518","0,05370","0,05316","0,04109","0,08038","0,08038","0,05870","0,01481",
HJGMCDHQPXTGAV-IYARVYRRSA-N,Clc1ccc(OCC(=O)N[C@H]2CC[C@@H](CC2)NC(=O)COc2ccc(Cl)cc2)cc1,"0,06560","0,05431","0,05392","0,04193","0,08038","0,08038","0,05923","0,01449",
RNRYULFRLCBRQS-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CN1CCC(CN2Cc3ccccc3C2=O)CC1,"0,06421","0,05269","0,05218","0,04018","0,08038","0,08038","0,05793","0,01516",
CWJJHESJXJQCJA-UHFFFAOYSA-N,C(NCc1ccccn1)c1ccc(CN2CCCNCCNCCCNCC2)cc1,"0,06305","0,05103","0,05041","0,03812","0,08038","0,08038","0,05660","0,01595",
XNRZJPQTMQZBCE-SFHVURJKSA-N,N[C@@H](Cc1cc(Cl)c(OCc2cc(N)cc3nc(oc23)-c2ccccc2)c(Cl)c1)C(O)=O,"0,06701","0,05553","0,05504","0,04322","0,08036","0,08036","0,06023","0,01405",
ZIUDADZJCKGWKR-AREMUKBSSA-N,Cc1cn2cc(CC(=O)N3CCC4(CN(C4)[C@@H]4CCc5cc(ccc45)-c4cc(C)ncn4)CC3)nc2s1,"0,06304","0,04995","0,04914","0,03678","0,08036","0,08036","0,05585","0,01655",
BNFRJXLZYUTIII-UHFFFAOYSA-N,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(O)=O)cc2)c1,"0,06688","0,05570","0,05558","0,04339","0,08035","0,08035","0,06038","0,01391",
KVQOGDQTWWCZFX-UHFFFAOYSA-N,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,"0,06273","0,05021","0,04949","0,03726","0,08034","0,08034","0,05601","0,01632",
JBPUGFODGPKTDW-SFHVURJKSA-N,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,"0,06567","0,05461","0,05453","0,04252","0,08034","0,08034","0,05954","0,01422",
KFHYZKCRXNRKRC-MRXNPFEDSA-N,C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N,"0,06464","0,05311","0,05256","0,04065","0,08034","0,08034","0,05826","0,01498",
XTRUQJBVQBUKSQ-UHFFFAOYSA-N,CC(C)OC(=O)N1CCC(CC1)Oc1ncnc2n(ncc12)-c1ccc(cc1F)S(C)(=O)=O,"0,06510","0,05349","0,05319","0,04095","0,08033","0,08033","0,05861","0,01484",
NABQBYDEMLGCEO-SNVBAGLBSA-N,CC(=O)[C@@H](C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,"0,06669","0,05594","0,05583","0,04352","0,08033","0,08033","0,06046","0,01381",
MQUYTXDAVCOCMX-UHFFFAOYSA-N,NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1,"0,06618","0,05529","0,05515","0,04289","0,08031","0,08031","0,05996","0,01405",
KAATUXNTWXVJKI-CMKODMSKSA-N,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,"0,06636","0,05496","0,05454","0,04240","0,08031","0,08031","0,05972","0,01430",
SUDAHWBOROXANE-SECBINFHSA-N,OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,"0,06734","0,05602","0,05576","0,04379","0,08031","0,08031","0,06064","0,01379",
LSFLAQVDISHMNB-AFARHQOCSA-N,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1,"0,06395","0,05232","0,05155","0,03970","0,08031","0,08031","0,05757","0,01534",
ZRLJEHIUGYTTSZ-UHFFFAOYSA-N,OC(=O)c1nn(CCc2ccccc2)cc1NC(=O)CSc1ccc(Br)cc1,"0,06689","0,05556","0,05526","0,04333","0,08031","0,08031","0,06027","0,01396",
WURGZWOTGMLDJP-ZCYANPAGSA-N,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)\C=C\CC(C)(C)N,"0,06679","0,05606","0,05593","0,04364","0,08028","0,08028","0,06054","0,01374",
MPYACSQFXVMWNO-UHFFFAOYSA-N,CC1(C)CN(C1)C(=O)c1ccc(cc1)-c1cccc2nc(NC(=O)C3CC3)nn12,"0,06511","0,05369","0,05345","0,04125","0,08027","0,08027","0,05875","0,01470",
LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O,"0,06485","0,05319","0,05270","0,04072","0,08026","0,08026","0,05834","0,01493",
WZBNEZWCNKUOSM-VOTSOKGWSA-N,OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc1ccccc1,"0,06708","0,05560","0,05517","0,04333","0,08026","0,08026","0,06029","0,01397",
DRIMIUYGTDAQOX-KRWDZBQOSA-N,C[C@@H](CN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O)NC(=O)c1ccc2ccccc2c1,"0,06518","0,05372","0,05319","0,04137","0,08026","0,08026","0,05874","0,01468",
KQOXLKOJHVFTRN-UHFFFAOYSA-N,Cc1cc(CCCOc2c(C)cc(cc2C)-c2noc(n2)C(F)(F)F)on1,"0,06577","0,05347","0,05313","0,04102","0,08026","0,08026","0,05873","0,01488",
NBMBIEOUVBHEBM-UHFFFAOYSA-N,CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1,"0,06554","0,05411","0,05363","0,04171","0,08025","0,08025","0,05905","0,01454",
MQBZVUNNWUIPMK-UHFFFAOYSA-N,Oc1cc(ccc1NC(=O)Nc1ccccc1Br)[N+]([O-])=O,"0,06636","0,05532","0,05519","0,04310","0,08024","0,08024","0,06004","0,01397",
DDLZLOKCJHBUHD-UJZLGWIISA-N,O\N=C1/C(/Nc2ccccc/12)=C1/C(=O)Nc2cc(Br)ccc12,"0,06510","0,05323","0,05292","0,04093","0,08021","0,08021","0,05848","0,01485",
KVSKGMLNBAPGKH-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1C(=O)Nc1ccc(Br)cc1,"0,06672","0,05542","0,05529","0,04316","0,08019","0,08019","0,06016","0,01396",
VWBOQFANCXZMAU-LOSJGSFVSA-N,COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,"0,06384","0,05238","0,05187","0,03989","0,08019","0,08019","0,05763","0,01519",
UYBRROMMFMPJAN-UHFFFAOYSA-N,CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1,"0,06609","0,05469","0,05468","0,04249","0,08017","0,08017","0,05962","0,01420",
VFPOVCXWKBYDNF-XFULWGLBSA-N,CS(O)(=O)=O.Cn1cc(nc1-c1ccc(OC[C@H](O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F,"0,06689","0,05547","0,05518","0,04315","0,08015","0,08015","0,06017","0,01397",
GKGRZLGAQZPEHO-UHFFFAOYSA-N,Fc1ccc(CC2CCN(CC2)C(=O)C(=O)Nc2ccc3[nH]c(=O)oc3c2)cc1,"0,06562","0,05436","0,05411","0,04215","0,08014","0,08014","0,05928","0,01432",
QJZRFPJCWMNVAV-HHHXNRCGSA-N,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,"0,06600","0,05472","0,05432","0,04239","0,08014","0,08014","0,05951","0,01424",
WVPSKSLAZQPAKQ-CDMJZVDBSA-N,N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F,"0,06591","0,05427","0,05392","0,04197","0,08013","0,08013","0,05924","0,01442",
PUOAETJYKQITMO-LANLRWRYSA-N,COc1cc(\C=C2/CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,"0,06392","0,05159","0,05092","0,03893","0,08013","0,08013","0,05710","0,01562",
MNQBPRHHZPXCKZ-ZDCRTTOTSA-N,CC(C)C[C@H](N(C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)NCC[C@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)C(O)=O,"0,06660","0,05574","0,05601","0,04371","0,08013","0,08013","0,06044","0,01367",
YMPALHOKRBVHOJ-UHFFFAOYSA-N,COc1ccc(cc1)S(=O)(=O)n1cc(CCC(O)=O)c2cc(OC)ccc12,"0,06628","0,05522","0,05487","0,04295","0,08012","0,08012","0,05988","0,01400",
KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,"0,06476","0,05248","0,05186","0,03990","0,08010","0,08010","0,05782","0,01525",
KTEIFNKAUNYNJU-LBPRGKRZSA-N,C[C@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,"0,06476","0,05248","0,05186","0,03990","0,08010","0,08010","0,05782","0,01525",
XAEJIFARBQJLML-UHFFFAOYSA-N,N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1,"0,06510","0,05373","0,05329","0,04120","0,08009","0,08009","0,05868","0,01465",
JGGDSDPOPRWSCX-UHFFFAOYSA-N,[O-][N+](=O)c1nccn1CC(=O)NCC(F)(F)C(F)(F)F,"0,06619","0,05503","0,05473","0,04265","0,08006","0,08006","0,05973","0,01408",
KSEXDSJYVSEVGF-FQEVSTJZSA-N,Cc1cc(NC(=O)[C@@H](N2CCCc3ccccc23)c2ccccc2)no1,"0,06496","0,05380","0,05346","0,04142","0,08005","0,08005","0,05874","0,01454",
OUJTZYPIHDYQMC-LJQANCHMSA-N,COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1,"0,06633","0,05484","0,05434","0,04238","0,08005","0,08005","0,05959","0,01423",
KBQCEQAXHPIRTF-UHFFFAOYSA-N,Cc1c-2c(CSCc3cc(CSc4cc(OCCCc5c(C(O)=O)n(C)c6c-2c(Cl)ccc56)c2ccccc2c4)n(C)n3)nn1C,"0,06244","0,04876","0,04824","0,03569","0,08001","0,08001","0,05503","0,01687",
UTLPKQYUXOEJIL-UHFFFAOYSA-N,Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1,"0,06538","0,05357","0,05294","0,04101","0,08000","0,08000","0,05858","0,01475",
RNOAOAWBMHREKO-QFIPXVFZSA-N,NC(=O)c1c2NCC[C@@H](C3CCN(CC3)C(=O)C=C)n2nc1-c1ccc(Oc2ccccc2)cc1,"0,06453","0,05325","0,05273","0,04079","0,07999","0,07999","0,05826","0,01477",
FTQHGWIXJSSWOY-UHFFFAOYSA-N,COC(=O)Nc1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncccc12,"0,06561","0,05395","0,05338","0,04150","0,07998","0,07998","0,05889","0,01455",
KHWCPNJRJCNVRI-UHFFFAOYSA-N,CCCOc1ccn2c(cc(-c3ccccc3S(C)(=O)=O)c2c1)C(C)=O,"0,06582","0,05474","0,05458","0,04256","0,07998","0,07998","0,05954","0,01408",
XXSSGBYXSKOLAM-MRVPVSSYSA-N,OC[C@@H](O)CONC(=O)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,"0,06719","0,05587","0,05561","0,04366","0,07998","0,07998","0,06046","0,01372",
MNDBXUUTURYVHR-UHFFFAOYSA-N,FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl,"0,06572","0,05404","0,05362","0,04169","0,07994","0,07994","0,05900","0,01446",
YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,"0,06616","0,05516","0,05498","0,04283","0,07994","0,07994","0,05981","0,01395",
QAOAOVKBIIKRNL-UHFFFAOYSA-N,CC(C)c1ccc2n(Cc3ccc(Cl)cc3)c(CC(C)(C)C(O)=O)c(SC(C)(C)C)c2c1,"0,06586","0,05416","0,05399","0,04173","0,07994","0,07994","0,05914","0,01442",
DUYJMQONPNNFPI-UHFFFAOYSA-N,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,"0,06454","0,05218","0,05158","0,03950","0,07992","0,07992","0,05754","0,01532",
ZMELOYOKMZBMRB-DLBZAZTESA-N,C[C@H]1CN([C@H](C)CN1Cc1ccc(F)cc1)C(=O)c1cc2c(cn(C)c2cc1Cl)C(=O)C(=O)N(C)C,"0,06446","0,05230","0,05191","0,03985","0,07991","0,07991","0,05769","0,01517",
